,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
20350,BMD_RS22145,NODE_83_length_16418_cov_147.392448_2,60.887,248,95,1,1,248,1,246,4.95e-119,337.0,253,0.9802371541501976,<=>
20354,BMD_RS22150,NODE_83_length_16418_cov_147.392448_3,82.051,117,20,1,1,116,1,117,4.35e-61,179.0,118,0.9915254237288136,<=>
20355,BMD_RS22155,NODE_83_length_16418_cov_147.392448_4,71.204,191,55,0,1,191,1,191,2.2e-105,297.0,191,1.0,<=>
20356,BMD_RS22160,NODE_83_length_16418_cov_147.392448_5,68.586,191,60,0,1,191,1,191,1.1299999999999999e-95,273.0,191,1.0,<=>
20358,BMD_RS22165,NODE_83_length_16418_cov_147.392448_6,82.474,97,17,0,1,97,1,97,1.7000000000000002e-58,171.0,100,0.97,<=>
20359,BMD_RS22170,NODE_83_length_16418_cov_147.392448_7,64.413,281,99,1,1,280,1,281,2.47e-134,378.0,280,1.0035714285714286,<=>
20361,BMD_RS22175,NODE_83_length_16418_cov_147.392448_8,89.702,369,38,0,1,369,1,369,0.0,694.0,369,1.0,<=>
20364,BMD_RS22180,NODE_83_length_16418_cov_147.392448_9,89.474,171,18,0,1,171,2,172,3.69e-113,315.0,171,1.0,<=>
20366,BMD_RS22185,NODE_83_length_16418_cov_147.392448_10,85.106,47,7,0,1,47,1,47,6.579999999999999e-23,78.2,47,1.0,<=>
20367,BMD_RS22190,NODE_85_length_16197_cov_136.247891_6,30.686,277,174,2,1,259,1,277,1.0599999999999999e-45,151.0,261,1.0613026819923372,<=>
20368,BMD_RS22195,NODE_83_length_16418_cov_147.392448_11,82.778,180,31,0,1,180,1,180,4.89e-98,278.0,180,1.0,<=>
20369,BMD_RS22200,NODE_83_length_16418_cov_147.392448_13,96.596,235,8,0,1,235,1,235,6.630000000000001e-169,462.0,243,0.9670781893004116,<=>
20378,BMD_RS22205,NODE_83_length_16418_cov_147.392448_14,62.069,58,22,0,6,63,9,66,1.07e-20,74.7,77,0.7532467532467533,<=>
20379,BMD_RS22210,NODE_24_length_44152_cov_141.061940_37,83.069,378,64,0,1,378,1,378,0.0,664.0,378,1.0,<=>
20385,BMD_RS22215,NODE_24_length_44152_cov_141.061940_36,71.895,306,86,0,1,306,1,306,4.1799999999999997e-172,476.0,308,0.9935064935064936,<=>
20389,BMD_RS22220,NODE_24_length_44152_cov_141.061940_35,85.776,232,33,0,1,232,1,232,6.98e-143,395.0,232,1.0,<=>
20390,BMD_RS22225,NODE_24_length_44152_cov_141.061940_34,67.757,214,69,0,1,214,1,214,5.24e-102,291.0,214,1.0,<=>
20391,BMD_RS22230,NODE_24_length_44152_cov_141.061940_33,81.944,72,13,0,1,72,1,72,5.6e-38,117.0,72,1.0,<=>
20392,BMD_RS22235,NODE_24_length_44152_cov_141.061940_32,56.422,218,86,4,1,217,1,210,5.48e-75,222.0,217,1.0046082949308757,<=>
20393,BMD_RS22240,NODE_24_length_44152_cov_141.061940_31,65.025,589,203,2,1,589,1,586,0.0,801.0,589,1.0,<=>
20402,BMD_RS22245,NODE_4_length_97076_cov_120.918257_86,41.538,65,38,0,90,154,80,144,3.29e-11,56.6,184,0.3532608695652174,->
20404,BMD_RS22250,NODE_24_length_44152_cov_141.061940_30,96.226,159,6,0,1,159,1,159,1.69e-110,308.0,159,1.0,<=>
20405,BMD_RS22255,NODE_24_length_44152_cov_141.061940_29,93.868,212,13,0,1,212,1,212,8.29e-138,381.0,212,1.0,<=>
20408,BMD_RS22265,NODE_24_length_44152_cov_141.061940_27,83.226,310,52,0,1,310,1,310,0.0,557.0,310,1.0,<=>
20410,BMD_RS22270,NODE_24_length_44152_cov_141.061940_26,77.315,216,49,0,1,216,1,216,6.869999999999999e-128,357.0,219,0.9863013698630136,<=>
20411,BMD_RS22275,NODE_24_length_44152_cov_141.061940_25,70.879,364,106,0,1,364,1,364,0.0,543.0,368,0.9891304347826086,<=>
20412,BMD_RS22280,NODE_24_length_44152_cov_141.061940_24,87.778,90,11,0,3,92,2,91,2.93e-54,160.0,95,0.9473684210526315,<=>
20413,BMD_RS22285,NODE_24_length_44152_cov_141.061940_23,92.086,139,11,0,1,139,1,139,4.84e-94,265.0,139,1.0,<=>
20414,BMD_RS22290,NODE_24_length_44152_cov_141.061940_22,95.556,90,4,0,1,90,1,90,2.6599999999999997e-62,181.0,90,1.0,<=>
20415,BMD_RS22295,NODE_24_length_44152_cov_141.061940_21,89.522,878,92,0,1,878,1,878,0.0,1585.0,878,1.0,<=>
20418,BMD_RS22300,NODE_24_length_44152_cov_141.061940_20,73.729,354,93,0,1,354,1,354,5.1900000000000004e-157,441.0,354,1.0,<=>
20423,BMD_RS26310,NODE_24_length_44152_cov_141.061940_19,91.111,45,4,0,1,45,1,45,2.0299999999999998e-24,81.6,45,1.0,<=>
20424,BMD_RS22305,NODE_24_length_44152_cov_141.061940_18,95.312,64,3,0,1,64,1,64,1.1999999999999999e-42,129.0,64,1.0,<=>
20425,BMD_RS22310,NODE_24_length_44152_cov_141.061940_17,86.675,788,103,1,1,786,1,788,0.0,1412.0,786,1.0025445292620865,<=>
20426,BMD_RS22315,NODE_24_length_44152_cov_141.061940_16,82.727,220,38,0,1,220,1,220,2.14e-138,383.0,220,1.0,<=>
20428,BMD_RS22320,NODE_24_length_44152_cov_141.061940_15,89.757,371,38,0,1,371,1,371,0.0,712.0,371,1.0,<=>
20429,BMD_RS22325,NODE_24_length_44152_cov_141.061940_14,81.481,378,70,0,1,378,1,378,0.0,652.0,381,0.9921259842519685,<=>
20434,BMD_RS22330,NODE_24_length_44152_cov_141.061940_13,93.525,139,9,0,1,139,1,139,2.95e-94,265.0,139,1.0,<=>
20436,BMD_RS22335,NODE_24_length_44152_cov_141.061940_12,80.43,419,80,2,1,417,1,419,0.0,699.0,426,0.9835680751173709,<=>
20444,BMD_RS22340,NODE_48_length_25400_cov_144.904316_3,39.184,245,137,1,10,254,6,238,4.889999999999999e-54,174.0,310,0.7903225806451613,<=>
20452,BMD_RS22345,NODE_7_length_77487_cov_135.428446_17,50.485,103,46,1,119,221,119,216,6.819999999999999e-24,95.5,296,0.34797297297297297,<=>
20455,BMD_RS22350,NODE_48_length_25400_cov_144.904316_1,31.034,290,173,9,8,289,9,279,2.85e-31,115.0,295,0.9830508474576272,<=>
20457,BMD_RS22355,NODE_24_length_44152_cov_141.061940_11,90.945,254,23,0,1,254,1,254,1.1299999999999999e-176,483.0,255,0.996078431372549,<=>
20459,BMD_RS22360,NODE_24_length_44152_cov_141.061940_10,87.858,593,72,0,1,593,1,593,0.0,1089.0,593,1.0,<=>
20464,BMD_RS22365,NODE_24_length_44152_cov_141.061940_9,87.943,423,51,0,1,423,1,423,0.0,789.0,423,1.0,<=>
20466,BMD_RS22370,NODE_24_length_44152_cov_141.061940_7,71.186,59,17,0,1,59,1,59,3.11e-27,90.1,59,1.0,<=>
20467,BMD_RS22375,NODE_24_length_44152_cov_141.061940_6,55.634,284,126,0,4,287,34,317,2.46e-116,334.0,295,0.9627118644067797,<=>
20483,BMD_RS22380,NODE_24_length_44152_cov_141.061940_5,78.378,148,32,0,1,148,1,148,4.4300000000000004e-86,245.0,154,0.961038961038961,<=>
20484,BMD_RS22385,NODE_24_length_44152_cov_141.061940_4,96.453,733,26,0,1,733,1,733,0.0,1478.0,733,1.0,<=>
20486,BMD_RS22390,NODE_24_length_44152_cov_141.061940_3,92.982,171,12,0,1,171,1,171,8.74e-116,322.0,171,1.0,<=>
20489,BMD_RS22395,NODE_24_length_44152_cov_141.061940_2,72.471,781,215,0,1,781,1,781,0.0,1199.0,781,1.0,<=>
20490,BMD_RS22400,NODE_19_length_50639_cov_156.432795_1,76.273,746,176,1,1,746,1,745,0.0,1187.0,746,1.0,<=>
20491,BMD_RS22405,NODE_19_length_50639_cov_156.432795_2,69.663,89,27,0,10,98,10,98,5.22e-42,130.0,98,0.9081632653061225,<=>
20492,BMD_RS22410,NODE_19_length_50639_cov_156.432795_3,83.559,517,85,0,1,517,1,517,0.0,846.0,517,1.0,<=>
20497,BMD_RS22415,NODE_19_length_50639_cov_156.432795_4,69.194,211,63,1,1,209,6,216,6.8699999999999995e-112,316.0,213,0.9906103286384976,<=>
20505,BMD_RS22420,NODE_19_length_50639_cov_156.432795_5,59.524,126,51,0,3,128,3,128,4.93e-47,145.0,128,0.984375,<=>
20506,BMD_RS22425,NODE_19_length_50639_cov_156.432795_7,78.313,83,18,0,3,85,3,85,2.2e-47,142.0,88,0.9431818181818182,<=>
20507,BMD_RS22430,NODE_19_length_50639_cov_156.432795_8,97.895,380,8,0,1,380,1,380,0.0,778.0,380,1.0,<=>
20508,BMD_RS22435,NODE_19_length_50639_cov_156.432795_9,90.962,343,31,0,1,343,4,346,0.0,648.0,343,1.0,<=>
20509,BMD_RS22440,NODE_19_length_50639_cov_156.432795_10,67.164,67,22,0,1,67,1,67,6.54e-29,94.7,67,1.0,<=>
20510,BMD_RS22445,NODE_19_length_50639_cov_156.432795_11,93.713,334,21,0,1,334,1,334,0.0,625.0,334,1.0,<=>
20514,BMD_RS22450,NODE_19_length_50639_cov_156.432795_12,86.139,202,28,0,1,202,1,202,2.19e-132,367.0,204,0.9901960784313726,<=>
20515,BMD_RS27590,NODE_19_length_50639_cov_156.432795_13,65.672,67,23,0,1,67,102,168,1.61e-29,99.8,76,0.881578947368421,<=>
20516,BMD_RS27595,NODE_19_length_50639_cov_156.432795_13,45.902,61,31,1,2,62,2,60,9.8e-13,56.2,66,0.9242424242424242,->
20517,BMD_RS22465,NODE_19_length_50639_cov_156.432795_14,50.0,244,96,5,2,220,1,243,3.31e-72,216.0,220,1.1090909090909091,<=>
20518,BMD_RS22470,NODE_19_length_50639_cov_156.432795_15,33.216,283,181,5,27,304,1,280,2.67e-46,155.0,322,0.8788819875776398,<=>
20519,BMD_RS22475,NODE_19_length_50639_cov_156.432795_16,61.504,452,122,18,3,424,1,430,3.49e-137,397.0,427,1.0585480093676816,<=>
20527,BMD_RS22480,NODE_19_length_50639_cov_156.432795_17,73.278,363,97,0,1,363,1,363,0.0,590.0,367,0.989100817438692,<=>
20528,BMD_RS22485,NODE_19_length_50639_cov_156.432795_18,63.273,275,101,0,1,275,1,275,4.57e-127,360.0,298,0.9228187919463087,<=>
20529,BMD_RS22490,NODE_19_length_50639_cov_156.432795_19,54.183,502,228,2,1,500,1,502,0.0,531.0,515,0.974757281553398,<=>
20531,BMD_RS22495,NODE_19_length_50639_cov_156.432795_20,60.053,378,146,2,1,376,1,375,5.41e-166,466.0,379,0.9973614775725593,<=>
20535,BMD_RS22500,NODE_19_length_50639_cov_156.432795_21,74.157,178,46,0,5,182,5,182,4.32e-100,283.0,182,0.978021978021978,<=>
20536,BMD_RS22505,NODE_19_length_50639_cov_156.432795_22,80.277,289,57,0,3,291,1,289,1.79e-176,485.0,291,0.993127147766323,<=>
20537,BMD_RS22510,NODE_19_length_50639_cov_156.432795_23,89.333,150,16,0,1,150,1,150,1.47e-96,272.0,150,1.0,<=>
20538,BMD_RS22515,NODE_19_length_50639_cov_156.432795_24,93.706,429,27,0,1,429,1,429,0.0,765.0,429,1.0,<=>
20541,BMD_RS22520,NODE_19_length_50639_cov_156.432795_25,67.978,178,57,0,1,178,1,178,9.579999999999999e-89,254.0,179,0.994413407821229,<=>
20542,BMD_RS22525,NODE_19_length_50639_cov_156.432795_26,97.959,98,2,0,1,98,1,98,7.69e-66,190.0,98,1.0,<=>
20543,BMD_RS22530,NODE_19_length_50639_cov_156.432795_27,83.784,111,18,0,1,111,1,111,5.31e-66,191.0,111,1.0,<=>
20544,BMD_RS22535,NODE_19_length_50639_cov_156.432795_28,97.087,103,3,0,1,103,1,103,2.14e-68,197.0,103,1.0,<=>
20545,BMD_RS22540,NODE_19_length_50639_cov_156.432795_29,58.385,483,201,0,3,485,1,483,0.0,597.0,490,0.9857142857142858,<=>
20546,BMD_RS22545,NODE_19_length_50639_cov_156.432795_30,63.322,289,105,1,1,289,1,288,6.73e-140,393.0,289,1.0,<=>
20547,BMD_RS22550,NODE_19_length_50639_cov_156.432795_31,74.621,264,64,2,1,261,1,264,9.65e-140,390.0,261,1.0114942528735633,<=>
20549,BMD_RS22555,NODE_19_length_50639_cov_156.432795_32,95.88,267,11,0,1,267,1,267,0.0,521.0,267,1.0,<=>
20555,BMD_RS22560,NODE_19_length_50639_cov_156.432795_33,82.018,228,41,0,1,228,1,228,5.81e-140,388.0,228,1.0,<=>
20556,BMD_RS22565,NODE_19_length_50639_cov_156.432795_34,68.391,174,54,1,1,173,1,174,3.7299999999999996e-83,240.0,173,1.0057803468208093,<=>
20557,BMD_RS22570,NODE_19_length_50639_cov_156.432795_35,83.275,287,48,0,1,287,1,287,0.0,497.0,294,0.9761904761904762,<=>
20558,BMD_RS22575,NODE_19_length_50639_cov_156.432795_36,97.076,342,10,0,1,342,1,342,0.0,666.0,342,1.0,<=>
20561,BMD_RS22580,NODE_19_length_50639_cov_156.432795_37,80.786,229,44,0,1,229,1,229,1.2799999999999998e-140,390.0,229,1.0,<=>
20563,BMD_RS22585,NODE_19_length_50639_cov_156.432795_38,71.958,189,53,0,1,189,1,189,1.3799999999999999e-98,280.0,190,0.9947368421052631,<=>
20564,BMD_RS22590,NODE_19_length_50639_cov_156.432795_39,39.359,343,187,8,24,358,1,330,3.21e-64,204.0,361,0.9501385041551247,<=>
20565,BMD_RS22595,NODE_19_length_50639_cov_156.432795_44,52.263,243,116,0,3,245,4,246,3.19e-84,249.0,252,0.9642857142857143,<=>
20566,BMD_RS22605,NODE_133_length_8661_cov_142.399348_1,86.559,186,25,0,1,186,1,186,1.99e-116,325.0,186,1.0,<=>
20567,BMD_RS22610,NODE_133_length_8661_cov_142.399348_3,65.741,432,148,0,1,432,1,432,0.0,600.0,433,0.9976905311778291,<=>
20570,BMD_RS22615,NODE_133_length_8661_cov_142.399348_4,94.091,880,52,0,1,880,22,901,0.0,1732.0,881,0.9988649262202043,<=>
20577,BMD_RS22620,NODE_133_length_8661_cov_142.399348_5,70.588,68,18,1,1,66,1,68,9.370000000000001e-32,102.0,66,1.0303030303030303,<=>
20578,BMD_RS22625,NODE_38_length_30058_cov_156.692839_27,75.602,332,80,1,6,337,7,337,0.0,546.0,350,0.9485714285714286,<=>
20579,BMD_RS22630,NODE_38_length_30058_cov_156.692839_26,84.211,152,23,1,1,151,1,152,3.0899999999999996e-82,254.0,384,0.3958333333333333,<=>
20580,BMD_RS22635,NODE_38_length_30058_cov_156.692839_25,91.86,430,35,0,1,430,1,430,0.0,820.0,430,1.0,<=>
20590,BMD_RS22640,NODE_38_length_30058_cov_156.692839_24,88.073,327,39,0,1,327,1,327,0.0,612.0,327,1.0,<=>
20591,BMD_RS22645,NODE_38_length_30058_cov_156.692839_23,51.737,259,122,2,1,257,1,258,2.48e-91,267.0,258,1.003875968992248,<=>
20593,BMD_RS22650,NODE_38_length_30058_cov_156.692839_22,80.064,311,62,0,1,311,1,311,0.0,511.0,311,1.0,<=>
20594,BMD_RS22655,NODE_38_length_30058_cov_156.692839_21,87.05,278,36,0,1,278,1,278,6.229999999999999e-170,468.0,278,1.0,<=>
20597,BMD_RS22660,NODE_38_length_30058_cov_156.692839_20,83.445,447,74,0,1,447,1,447,0.0,768.0,447,1.0,<=>
20598,BMD_RS22665,NODE_38_length_30058_cov_156.692839_19,68.519,162,51,0,1,162,1,162,3.26e-64,191.0,162,1.0,<=>
20599,BMD_RS22670,NODE_38_length_30058_cov_156.692839_18,85.714,196,28,0,1,196,1,196,6.36e-130,360.0,196,1.0,<=>
20602,BMD_RS22675,NODE_38_length_30058_cov_156.692839_17,88.645,775,88,0,1,775,1,775,0.0,1398.0,775,1.0,<=>
20607,BMD_RS22680,NODE_38_length_30058_cov_156.692839_16,88.065,553,66,0,1,553,1,553,0.0,1014.0,556,0.9946043165467626,<=>
20619,BMD_RS22685,NODE_38_length_30058_cov_156.692839_15,93.602,422,27,0,1,422,1,422,0.0,775.0,422,1.0,<=>
20627,BMD_RS22690,NODE_38_length_30058_cov_156.692839_14,92.541,429,32,0,1,429,1,429,0.0,791.0,429,1.0,<=>
20628,BMD_RS22695,NODE_38_length_30058_cov_156.692839_13,53.134,335,156,1,1,334,1,335,2.46e-122,352.0,334,1.0029940119760479,<=>
20629,BMD_RS22700,NODE_38_length_30058_cov_156.692839_12,82.323,198,34,1,1,197,1,198,3.35e-125,348.0,197,1.0050761421319796,<=>
20631,BMD_RS22705,NODE_38_length_30058_cov_156.692839_11,86.653,472,63,0,1,472,1,472,0.0,877.0,472,1.0,<=>
20633,BMD_RS22710,NODE_38_length_30058_cov_156.692839_10,83.784,370,60,0,1,370,1,370,0.0,646.0,370,1.0,<=>
20635,BMD_RS22715,NODE_38_length_30058_cov_156.692839_9,87.451,510,64,0,1,510,1,510,0.0,904.0,512,0.99609375,<=>
20637,BMD_RS22720,NODE_38_length_30058_cov_156.692839_8,96.491,342,12,0,1,342,1,342,0.0,681.0,342,1.0,<=>
20638,BMD_RS22725,NODE_38_length_30058_cov_156.692839_7,95.322,171,8,0,1,171,1,171,3.51e-117,325.0,171,1.0,<=>
20639,BMD_RS22730,NODE_38_length_30058_cov_156.692839_6,93.497,569,37,0,8,576,1,569,0.0,1105.0,576,0.9878472222222222,<=>
20641,BMD_RS22740,NODE_38_length_30058_cov_156.692839_4,86.391,169,23,0,1,169,1,169,1.69e-111,311.0,171,0.9883040935672515,<=>
20642,BMD_RS26640,NODE_38_length_30058_cov_156.692839_3,80.808,198,38,0,1,198,2,199,3.39e-119,333.0,198,1.0,<=>
20643,BMD_RS26645,NODE_38_length_30058_cov_156.692839_2,80.0,240,47,1,1,239,1,240,1.16e-143,399.0,249,0.963855421686747,<=>
20645,BMD_RS22755,NODE_144_length_7316_cov_143.496616_7,77.686,363,79,2,1,362,1,362,0.0,580.0,362,1.0027624309392265,<=>
20646,BMD_RS22760,NODE_144_length_7316_cov_143.496616_6,86.792,265,35,0,3,267,1,265,1.09e-173,476.0,267,0.9925093632958801,<=>
20647,BMD_RS22765,NODE_144_length_7316_cov_143.496616_5,79.167,144,30,0,5,148,4,147,3.64e-82,235.0,148,0.972972972972973,<=>
20655,BMD_RS22770,NODE_100_length_13446_cov_108.778592_7,36.145,83,48,2,30,112,25,102,2.01e-06,42.4,205,0.40487804878048783,->
20656,BMD_RS22775,NODE_144_length_7316_cov_143.496616_4,90.343,321,30,1,14,333,14,334,0.0,529.0,333,0.963963963963964,<=>
20658,BMD_RS22780,NODE_144_length_7316_cov_143.496616_3,87.864,206,25,0,6,211,1,206,7.86e-134,371.0,211,0.976303317535545,<=>
20659,BMD_RS22785,NODE_144_length_7316_cov_143.496616_2,56.325,664,283,6,8,669,6,664,0.0,763.0,673,0.986627043090639,<=>
20668,BMD_RS22805,NODE_122_length_9644_cov_129.069719_2,29.536,237,151,6,29,258,21,248,2.45e-28,105.0,265,0.8943396226415095,->
20672,BMD_RS22810,NODE_116_length_10391_cov_148.007078_3,23.754,341,227,14,4,327,8,332,1.53e-08,52.0,329,1.0364741641337385,->
20674,BMD_RS22815,NODE_68_length_19445_cov_102.743546_2,44.737,228,117,3,3,224,21,245,4.57e-65,200.0,248,0.9193548387096774,<=>
20753,BMD_RS22820,NODE_187_length_3144_cov_142.803065_4,90.404,396,38,0,1,396,1,396,0.0,651.0,404,0.9801980198019802,<=>
20755,BMD_RS22825,NODE_187_length_3144_cov_142.803065_3,80.24,167,33,0,1,167,1,167,1.69e-100,283.0,167,1.0,<=>
20757,BMD_RS22830,NODE_187_length_3144_cov_142.803065_2,25.234,107,80,0,2,108,1,107,1.46e-07,43.1,110,0.9727272727272728,<=>
20758,BMD_RS22835,NODE_187_length_3144_cov_142.803065_1,100.0,75,0,0,1,75,1,75,5.16e-49,145.0,75,1.0,<=>
20764,BMD_RS22840,NODE_69_length_19291_cov_115.920839_26,32.824,131,77,3,22,148,5,128,1.75e-19,75.9,150,0.8733333333333333,->
20766,BMD_RS22845,NODE_63_length_20425_cov_147.789168_1,94.574,258,14,0,1,258,1,258,0.0,514.0,258,1.0,<=>
20767,BMD_RS22850,NODE_63_length_20425_cov_147.789168_2,94.482,598,31,1,1,596,1,598,0.0,1175.0,596,1.0033557046979866,<=>
20769,BMD_RS22855,NODE_63_length_20425_cov_147.789168_3,89.655,203,21,0,1,203,1,203,1.25e-136,377.0,203,1.0,<=>
20770,BMD_RS22860,NODE_63_length_20425_cov_147.789168_4,59.887,177,65,3,1,176,1,172,7.32e-71,209.0,176,1.0056818181818181,<=>
20771,BMD_RS22865,NODE_63_length_20425_cov_147.789168_5,83.902,410,66,0,1,410,1,410,0.0,655.0,411,0.9975669099756691,<=>
20775,BMD_RS22870,NODE_63_length_20425_cov_147.789168_6,88.115,589,70,0,1,589,1,589,0.0,1088.0,589,1.0,<=>
20776,BMD_RS22875,NODE_63_length_20425_cov_147.789168_7,81.905,105,19,0,1,105,1,105,6.9e-63,183.0,105,1.0,<=>
20781,BMD_RS22880,NODE_63_length_20425_cov_147.789168_8,82.569,327,57,0,1,327,1,327,0.0,521.0,327,1.0,<=>
20782,BMD_RS22885,NODE_63_length_20425_cov_147.789168_9,86.434,258,35,0,1,258,1,258,4.54e-151,419.0,258,1.0,<=>
20783,BMD_RS22890,NODE_63_length_20425_cov_147.789168_10,71.032,252,73,0,7,258,7,258,9.499999999999999e-134,375.0,258,0.9767441860465116,<=>
20789,BMD_RS22895,NODE_63_length_20425_cov_147.789168_11,83.505,194,32,0,1,194,1,194,3.8400000000000002e-121,338.0,195,0.9948717948717949,<=>
20798,BMD_RS22900,NODE_63_length_20425_cov_147.789168_12,75.488,563,133,2,7,566,3,563,0.0,907.0,566,0.9946996466431095,<=>
20806,BMD_RS22905,NODE_78_length_17859_cov_131.405691_21,56.15,374,155,4,1,367,1,372,1.44e-147,419.0,369,1.013550135501355,<=>
20808,BMD_RS22910,NODE_63_length_20425_cov_147.789168_13,88.235,136,16,0,1,136,1,136,5.320000000000001e-88,249.0,136,1.0,<=>
20810,BMD_RS22915,NODE_63_length_20425_cov_147.789168_14,86.421,788,107,0,1,788,1,788,0.0,1396.0,788,1.0,<=>
20812,BMD_RS22920,NODE_63_length_20425_cov_147.789168_15,82.105,570,102,0,1,570,1,570,0.0,973.0,571,0.9982486865148862,<=>
20813,BMD_RS22925,NODE_63_length_20425_cov_147.789168_16,77.059,170,38,1,13,182,13,181,1.8099999999999997e-95,271.0,182,0.9340659340659341,<=>
20814,BMD_RS22930,NODE_63_length_20425_cov_147.789168_17,81.609,87,16,0,1,87,1,87,1.4599999999999999e-46,140.0,87,1.0,<=>
20815,BMD_RS22935,NODE_63_length_20425_cov_147.789168_18,73.377,308,79,1,1,305,1,308,9.360000000000001e-164,454.0,305,1.0098360655737706,<=>
20816,BMD_RS22940,NODE_164_length_5023_cov_152.649009_4,84.472,805,124,1,1,805,1,804,0.0,1407.0,805,1.0,<=>
20818,BMD_RS22945,NODE_164_length_5023_cov_152.649009_3,93.623,345,22,0,1,345,1,345,0.0,676.0,345,1.0,<=>
20819,BMD_RS22950,NODE_164_length_5023_cov_152.649009_2,66.008,253,86,0,3,255,1,253,7.22e-129,362.0,255,0.9921568627450981,<=>
20821,BMD_RS22955,NODE_164_length_5023_cov_152.649009_1,88.406,69,8,0,1,69,1,69,5.7e-39,120.0,69,1.0,<=>
20822,BMD_RS22960,NODE_90_length_15394_cov_145.407129_1,87.293,362,46,0,1,362,1,362,0.0,659.0,362,1.0,<=>
20824,BMD_RS22965,NODE_90_length_15394_cov_145.407129_2,61.963,163,62,0,1,163,1,163,8e-74,215.0,163,1.0,<=>
20825,BMD_RS22970,NODE_90_length_15394_cov_145.407129_3,47.967,123,61,1,2,124,1,120,7.14e-41,129.0,126,0.9761904761904762,<=>
20826,BMD_RS22975,NODE_90_length_15394_cov_145.407129_4,60.294,68,27,0,5,72,3,70,6.530000000000001e-27,91.3,87,0.7816091954022989,<=>
20827,BMD_RS22980,NODE_90_length_15394_cov_145.407129_5,97.5,120,3,0,1,120,1,120,3.24e-82,233.0,120,1.0,<=>
20828,BMD_RS22985,NODE_90_length_15394_cov_145.407129_6,100.0,67,0,0,1,67,1,67,8.28e-43,129.0,67,1.0,<=>
20829,BMD_RS22990,NODE_90_length_15394_cov_145.407129_7,96.407,167,6,0,2,168,1,167,8.51e-119,329.0,168,0.9940476190476191,<=>
20830,BMD_RS22995,NODE_90_length_15394_cov_145.407129_8,90.557,646,61,0,1,646,1,646,0.0,1225.0,646,1.0,<=>
20835,BMD_RS23005,NODE_90_length_15394_cov_145.407129_9,54.514,288,130,1,1,287,1,288,2.64e-111,320.0,287,1.0034843205574913,<=>
20836,BMD_RS23010,NODE_90_length_15394_cov_145.407129_10,79.421,311,64,0,1,311,1,311,0.0,528.0,311,1.0,<=>
20838,BMD_RS23015,NODE_90_length_15394_cov_145.407129_11,72.537,477,129,2,1,476,2,477,0.0,694.0,476,1.0021008403361344,<=>
20840,BMD_RS23020,NODE_90_length_15394_cov_145.407129_12,94.156,154,9,0,1,154,1,154,9.01e-105,293.0,154,1.0,<=>
20841,BMD_RS23025,NODE_90_length_15394_cov_145.407129_13,70.635,126,37,0,1,126,1,126,1.82e-65,191.0,129,0.9767441860465116,<=>
20842,BMD_RS23030,NODE_90_length_15394_cov_145.407129_14,94.488,127,7,0,1,127,1,127,1.5199999999999999e-89,252.0,127,1.0,<=>
20843,BMD_RS23035,NODE_90_length_15394_cov_145.407129_15,85.756,344,49,0,1,344,1,344,0.0,589.0,344,1.0,<=>
20845,BMD_RS23040,NODE_90_length_15394_cov_145.407129_16,64.948,194,68,0,1,194,1,194,1.36e-92,266.0,199,0.9748743718592965,<=>
20846,BMD_RS23045,NODE_90_length_15394_cov_145.407129_17,70.142,211,62,1,1,210,1,211,3.86e-98,281.0,210,1.0047619047619047,<=>
20848,BMD_RS23050,NODE_90_length_15394_cov_145.407129_18,75.238,210,52,0,64,273,1,210,2.3700000000000003e-117,332.0,278,0.7553956834532374,<=>
20850,BMD_RS23055,NODE_16_length_54124_cov_156.061039_48,80.936,876,166,1,1,876,1,875,0.0,1443.0,876,1.0,<=>
20854,BMD_RS23060,NODE_16_length_54124_cov_156.061039_47,77.002,587,135,0,1,587,1,587,0.0,920.0,591,0.9932318104906938,<=>
20887,BMD_RS23065,NODE_16_length_54124_cov_156.061039_46,91.632,239,20,0,1,239,1,239,8.690000000000001e-163,446.0,239,1.0,<=>
20923,BMD_RS23070,NODE_16_length_54124_cov_156.061039_45,72.327,159,44,0,1,159,1,159,2.15e-86,247.0,159,1.0,<=>
20924,BMD_RS23075,NODE_16_length_54124_cov_156.061039_44,92.332,313,24,0,1,313,1,313,0.0,590.0,313,1.0,<=>
20928,BMD_RS23080,NODE_16_length_54124_cov_156.061039_43,92.774,429,31,0,3,431,1,429,0.0,823.0,431,0.9953596287703016,<=>
20930,BMD_RS23085,NODE_16_length_54124_cov_156.061039_42,92.225,373,29,0,1,373,1,373,0.0,723.0,373,1.0,<=>
20933,BMD_RS23090,NODE_16_length_54124_cov_156.061039_41,86.842,152,20,0,1,152,1,152,3.23e-92,261.0,154,0.987012987012987,<=>
20934,BMD_RS23095,NODE_16_length_54124_cov_156.061039_40,65.489,368,127,0,3,370,3,370,3.0500000000000003e-173,484.0,370,0.9945945945945946,<=>
20939,BMD_RS23100,NODE_16_length_54124_cov_156.061039_39,51.538,130,63,0,25,154,1,130,6.81e-30,102.0,154,0.8441558441558441,<=>
20940,BMD_RS23105,NODE_16_length_54124_cov_156.061039_38,91.141,587,52,0,1,587,1,587,0.0,1076.0,587,1.0,<=>
